Word,Freq,Freq(%)
servants,7,0.008747813,
shakespeare,7,0.008747813,
shudder,7,0.008747813,
shut,7,0.008747813,
single,7,0.008747813,
smoke,7,0.008747813,
smoking,7,0.008747813,
spoken,7,0.008747813,
stand,7,0.008747813,
stern,7,0.008747813,
streets,7,0.008747813,
strolled,7,0.008747813,
suffer,7,0.008747813,
suffered,7,0.008747813,
sweet,7,0.008747813,
swept,7,0.008747813,
talked,7,0.008747813,
tells,7,0.008747813,
temperament,7,0.008747813,
thoroughly,7,0.008747813,
thoughts,7,0.008747813,
thread,7,0.008747813,
trembling,7,0.008747813,
twelve,7,0.008747813,
ugliness,7,0.008747813,
vain,7,0.008747813,
victor,7,0.008747813,
views,7,0.008747813,
virtues,7,0.008747813,
vivid,7,0.008747813,
wasn,7,0.008747813,
weeks,7,0.008747813,
wood,7,0.008747813,
wretched,7,0.008747813,
yours,7,0.008747813,
absolute,6,0.0074981255,
accident,6,0.0074981255,
according,6,0.0074981255,
account,6,0.0074981255,
adored,6,0.0074981255,
amazement,6,0.0074981255,
america,6,0.0074981255,
americans,6,0.0074981255,
amongst,6,0.0074981255,
amused,6,0.0074981255,
audience,6,0.0074981255,
bag,6,0.0074981255,
bar,6,0.0074981255,
born,6,0.0074981255,
bow,6,0.0074981255,
brandon,6,0.0074981255,
burned,6,0.0074981255,
calls,6,0.0074981255,
calm,6,0.0074981255,
cap,6,0.0074981255,
carried,6,0.0074981255,
character,6,0.0074981255,
cheek,6,0.0074981255,
cigarettes,6,0.0074981255,
complex,6,0.0074981255,
courage,6,0.0074981255,
curves,6,0.0074981255,
dainty,6,0.0074981255,
danced,6,0.0074981255,
devoted,6,0.0074981255,
difference,6,0.0074981255,
dining,6,0.0074981255,
disappointed,6,0.0074981255,
distinction,6,0.0074981255,
dragged,6,0.0074981255,
drawn,6,0.0074981255,
dreamed,6,0.0074981255,
dry,6,0.0074981255,
dusky,6,0.0074981255,
ears,6,0.0074981255,
easily,6,0.0074981255,
east,6,0.0074981255,
edition,6,0.0074981255,
excellent,6,0.0074981255,
exercise,6,0.0074981255,
existence,6,0.0074981255,
faded,6,0.0074981255,
failure,6,0.0074981255,
farm,6,0.0074981255,
fearful,6,0.0074981255,
fellows,6,0.0074981255,
figured,6,0.0074981255,
finely,6,0.0074981255,
force,6,0.0074981255,
forest,6,0.0074981255,
gain,6,0.0074981255,
girls,6,0.0074981255,
goes,6,0.0074981255,
greatest,6,0.0074981255,
heaven,6,0.0074981255,
hetty,6,0.0074981255,
hoarse,6,0.0074981255,
hostess,6,0.0074981255,
innocent,6,0.0074981255,
inquest,6,0.0074981255,
insisted,6,0.0074981255,
keeping,6,0.0074981255,
kiss,6,0.0074981255,
lace,6,0.0074981255,
languidly,6,0.0074981255,
later,6,0.0074981255,
ll,6,0.0074981255,
loathsome,6,0.0074981255,
lonely,6,0.0074981255,
loves,6,0.0074981255,
luxury,6,0.0074981255,
mar,6,0.0074981255,
mention,6,0.0074981255,
middle,6,0.0074981255,
neither,6,0.0074981255,
nervous,6,0.0074981255,
nineteenth,6,0.0074981255,
nobody,6,0.0074981255,
olive,6,0.0074981255,
page,6,0.0074981255,
paid,6,0.0074981255,
particular,6,0.0074981255,
pearl,6,0.0074981255,
perfume,6,0.0074981255,
peril,6,0.0074981255,
philosophy,6,0.0074981255,
pit,6,0.0074981255,
plays,6,0.0074981255,
poetry,6,0.0074981255,
politics,6,0.0074981255,
pose,6,0.0074981255,
post,6,0.0074981255,
power,6,0.0074981255,
probably,6,0.0074981255,
produced,6,0.0074981255,
purely,6,0.0074981255,
quickly,6,0.0074981255,
quietly,6,0.0074981255,
regret,6,0.0074981255,
remind,6,0.0074981255,
return,6,0.0074981255,
reveal,6,0.0074981255,
rid,6,0.0074981255,
rising,6,0.0074981255,
road,6,0.0074981255,
royal,6,0.0074981255,
rule,6,0.0074981255,
sacrifice,6,0.0074981255,
satisfied,6,0.0074981255,
search,6,0.0074981255,
seat,6,0.0074981255,
seized,6,0.0074981255,
shabby,6,0.0074981255,
shuddered,6,0.0074981255,
shy,6,0.0074981255,
sign,6,0.0074981255,
singing,6,0.0074981255,
slow,6,0.0074981255,
sordid,6,0.0074981255,
speaking,6,0.0074981255,
spring,6,0.0074981255,
stain,6,0.0074981255,
stared,6,0.0074981255,
stars,6,0.0074981255,
state,6,0.0074981255,
stones,6,0.0074981255,
stories,6,0.0074981255,
suffering,6,0.0074981255,
terms,6,0.0074981255,
theories,6,0.0074981255,
thrown,6,0.0074981255,
tossed,6,0.0074981255,
trees,6,0.0074981255,
truth,6,0.0074981255,
unjust,6,0.0074981255,
various,6,0.0074981255,
venetian,6,0.0074981255,
wake,6,0.0074981255,
warning,6,0.0074981255,
ways,6,0.0074981255,
wealth,6,0.0074981255,
winced,6,0.0074981255,
wings,6,0.0074981255,
wise,6,0.0074981255,
wonderfully,6,0.0074981255,
wounded,6,0.0074981255,
absorbed,5,0.0062484383,
action,5,0.0062484383,
actual,5,0.0062484383,
address,5,0.0062484383,
admirable,5,0.0062484383,
ain,5,0.0062484383,
allow,5,0.0062484383,
angry,5,0.0062484383,
animal,5,0.0062484383,
annoyance,5,0.0062484383,
anywhere,5,0.0062484383,
around,5,0.0062484383,
awful,5,0.0062484383,
badly,5,0.0062484383,
basis,5,0.0062484383,
beg,5,0.0062484383,
bitterly,5,0.0062484383,
blown,5,0.0062484383,
blush,5,0.0062484383,
bore,5,0.0062484383,
borne,5,0.0062484383,
boyish,5,0.0062484383,
british,5,0.0062484383,
brute,5,0.0062484383,
button,5,0.0062484383,
carpet,5,0.0062484383,
characteristic,5,0.0062484383,
chest,5,0.0062484383,
church,5,0.0062484383,
clothes,5,0.0062484383,
commit,5,0.0062484383,
committed,5,0.0062484383,
company,5,0.0062484383,
completely,5,0.0062484383,
compliment,5,0.0062484383,
conservatory,5,0.0062484383,
consolation,5,0.0062484383,
contempt,5,0.0062484383,
conversation,5,0.0062484383,
cool,5,0.0062484383,
copper,5,0.0062484383,
costume,5,0.0062484383,
crimson,5,0.0062484383,
curtains,5,0.0062484383,
d,5,0.0062484383,
damask,5,0.0062484383,
danger,5,0.0062484383,
darkness,5,0.0062484383,
dartmoor,5,0.0062484383,
daughter,5,0.0062484383,
degradation,5,0.0062484383,
denial,5,0.0062484383,
describe,5,0.0062484383,
described,5,0.0062484383,
details,5,0.0062484383,
devereux,5,0.0062484383,
disappointment,5,0.0062484383,
distance,5,0.0062484383,
divan,5,0.0062484383,
doors,5,0.0062484383,
downstairs,5,0.0062484383,
dropped,5,0.0062484383,
due,5,0.0062484383,
duty,5,0.0062484383,
enter,5,0.0062484383,
error,5,0.0062484383,
exactly,5,0.0062484383,
exhibition,5,0.0062484383,
existed,5,0.0062484383,
explanation,5,0.0062484383,
eyelids,5,0.0062484383,
facts,5,0.0062484383,
fair,5,0.0062484383,
fallen,5,0.0062484383,
false,5,0.0062484383,
fancied,5,0.0062484383,
finer,5,0.0062484383,
fixed,5,0.0062484383,
flame,5,0.0062484383,
flowerlike,5,0.0062484383,
fog,5,0.0062484383,
following,5,0.0062484383,
forced,5,0.0062484383,
forms,5,0.0062484383,
fortunate,5,0.0062484383,
frowning,5,0.0062484383,
gas,5,0.0062484383,
gleam,5,0.0062484383,
gleamed,5,0.0062484383,
globe,5,0.0062484383,
gorgeous,5,0.0062484383,
grandfather,5,0.0062484383,
grandson,5,0.0062484383,
grinning,5,0.0062484383,
grosvenor,5,0.0062484383,
habit,5,0.0062484383,
hanging,5,0.0062484383,
hearing,5,0.0062484383,
heaved,5,0.0062484383,
hers,5,0.0062484383,
highly,5,0.0062484383,
hole,5,0.0062484383,
honour,5,0.0062484383,
host,5,0.0062484383,
hot,5,0.0062484383,
human,5,0.0062484383,
hurried,5,0.0062484383,
ideas,5,0.0062484383,
imagine,5,0.0062484383,
important,5,0.0062484383,
impression,5,0.0062484383,
introduce,5,0.0062484383,
italian,5,0.0062484383,
judge,5,0.0062484383,
keeper,5,0.0062484383,
la,5,0.0062484383,
laboratory,5,0.0062484383,
lack,5,0.0062484383,
ladies,5,0.0062484383,
lamps,5,0.0062484383,
latch,5,0.0062484383,
leaned,5,0.0062484383,
lend,5,0.0062484383,
likes,5,0.0062484383,
limbs,5,0.0062484383,
line,5,0.0062484383,
linger,5,0.0062484383,
listened,5,0.0062484383,
listening,5,0.0062484383,
literature,5,0.0062484383,
loathed,5,0.0062484383,
loathing,5,0.0062484383,
louis,5,0.0062484383,
loveliness,5,0.0062484383,
lover,5,0.0062484383,
master,5,0.0062484383,
melancholy,5,0.0062484383,
midnight,5,0.0062484383,
mirrors,5,0.0062484383,
mistake,5,0.0062484383,
monmouth,5,0.0062484383,
musical,5,0.0062484383,
mustn,5,0.0062484383,
necessary,5,0.0062484383,
neck,5,0.0062484383,
need,5,0.0062484383,
nerve,5,0.0062484383,
nerves,5,0.0062484383,
noble,5,0.0062484383,
opposite,5,0.0062484383,
orchids,5,0.0062484383,
order,5,0.0062484383,
ordinary,5,0.0062484383,
oxford,5,0.0062484383,
pall,5,0.0062484383,
pattern,5,0.0062484383,
pavement,5,0.0062484383,
peace,5,0.0062484383,
petals,5,0.0062484383,
plain,5,0.0062484383,
plate,5,0.0062484383,
pleasant,5,0.0062484383,
pleasures,5,0.0062484383,
pocket,5,0.0062484383,
pointed,5,0.0062484383,
poisonous,5,0.0062484383,
policeman,5,0.0062484383,
possibly,5,0.0062484383,
practical,5,0.0062484383,
pray,5,0.0062484383,
prejudices,5,0.0062484383,
private,5,0.0062484383,
proper,5,0.0062484383,
property,5,0.0062484383,
psychological,5,0.0062484383,
pulled,5,0.0062484383,
punished,5,0.0062484383,
quickened,5,0.0062484383,
rage,5,0.0062484383,
recognize,5,0.0062484383,
reflection,5,0.0062484383,
regrets,5,0.0062484383,
relations,5,0.0062484383,
reputation,5,0.0062484383,
result,5,0.0062484383,
rooms,5,0.0062484383,
rosalind,5,0.0062484383,
ruxton,5,0.0062484383,
sadly,5,0.0062484383,
satin,5,0.0062484383,
save,5,0.0062484383,
scented,5,0.0062484383,
sea,5,0.0062484383,
searching,5,0.0062484383,
seeing,5,0.0062484383,
selfish,5,0.0062484383,
separated,5,0.0062484383,
seriously,5,0.0062484383,
service,5,0.0062484383,
shameful,5,0.0062484383,
shan,5,0.0062484383,
shape,5,0.0062484383,
shapes,5,0.0062484383,
shooting,5,0.0062484383,
shuddering,5,0.0062484383,
shutting,5,0.0062484383,
signs,5,0.0062484383,
smart,5,0.0062484383,
sooner,5,0.0062484383,
sounded,5,0.0062484383,
spare,5,0.0062484383,
spilled,5,0.0062484383,
splendid,5,0.0062484383,
spoil,5,0.0062484383,
spotted,5,0.0062484383,
standard,5,0.0062484383,
strangled,5,0.0062484383,
stupid,5,0.0062484383,
suggested,5,0.0062484383,
sum,5,0.0062484383,
sun,5,0.0062484383,
surprise,5,0.0062484383,
teach,5,0.0062484383,
thank,5,0.0062484383,
thanks,5,0.0062484383,
thicket,5,0.0062484383,
thinks,5,0.0062484383,
thousand,5,0.0062484383,
tore,5,0.0062484383,
tragedies,5,0.0062484383,
tray,5,0.0062484383,
treats,5,0.0062484383,
trembled,5,0.0062484383,
triumph,5,0.0062484383,
twisted,5,0.0062484383,
unbearable,5,0.0062484383,
unreal,5,0.0062484383,
veil,5,0.0062484383,
velvet,5,0.0062484383,
wandering,5,0.0062484383,
whisper,5,0.0062484383,
wildly,5,0.0062484383,
wilful,5,0.0062484383,
withered,5,0.0062484383,
worthy,5,0.0062484383,
accept,4,0.00499875,
actually,4,0.00499875,
adoration,4,0.00499875,
adore,4,0.00499875,
advantage,4,0.00499875,
afford,4,0.00499875,
aged,4,0.00499875,
ages,4,0.00499875,
agony,4,0.00499875,
appeal,4,0.00499875,
appreciate,4,0.00499875,
arts,4,0.00499875,
ashes,4,0.00499875,
asking,4,0.00499875,
asleep,4,0.00499875,
assistant,4,0.00499875,
australia,4,0.00499875,
background,4,0.00499875,
balcony,4,0.00499875,
beating,4,0.00499875,
becoming,4,0.00499875,
begun,4,0.00499875,
believed,4,0.00499875,
belongs,4,0.00499875,
below,4,0.00499875,
berwick,4,0.00499875,
bill,4,0.00499875,
biting,4,0.00499875,
bottle,4,0.00499875,
breakfast,4,0.00499875,
breaking,4,0.00499875,
brings,4,0.00499875,
brutal,4,0.00499875,
burgundy,4,0.00499875,
business,4,0.00499875,
butler,4,0.00499875,
buzzed,4,0.00499875,
calling,4,0.00499875,
candle,4,0.00499875,
carbuncles,4,0.00499875,
carrying,4,0.00499875,
carved,4,0.00499875,
catching,4,0.00499875,
caused,4,0.00499875,
ceiling,4,0.00499875,
cell,4,0.00499875,
chamber,4,0.00499875,
champagne,4,0.00499875,
changing,4,0.00499875,
chapman,4,0.00499875,
charles,4,0.00499875,
charmingly,4,0.00499875,
chatter,4,0.00499875,
children,4,0.00499875,
china,4,0.00499875,
chopin,4,0.00499875,
christ,4,0.00499875,
city,4,0.00499875,
classes,4,0.00499875,
closing,4,0.00499875,
cloth,4,0.00499875,
coldly,4,0.00499875,
commonplace,4,0.00499875,
compared,4,0.00499875,
compliments,4,0.00499875,
concealed,4,0.00499875,
congratulate,4,0.00499875,
consciousness,4,0.00499875,
consequently,4,0.00499875,
console,4,0.00499875,
content,4,0.00499875,
corners,4,0.00499875,
couch,4,0.00499875,
couldn,4,0.00499875,
cowardice,4,0.00499875,
crawled,4,0.00499875,
create,4,0.00499875,
creation,4,0.00499875,
creep,4,0.00499875,
crowd,4,0.00499875,
crowded,4,0.00499875,
crude,4,0.00499875,
crush,4,0.00499875,
crushed,4,0.00499875,
culture,4,0.00499875,
curled,4,0.00499875,
curved,4,0.00499875,
dared,4,0.00499875,
deadly,4,0.00499875,
description,4,0.00499875,
development,4,0.00499875,
devil,4,0.00499875,
dew,4,0.00499875,
dimly,4,0.00499875,
disappearance,4,0.00499875,
discover,4,0.00499875,
dominant,4,0.00499875,
dominate,4,0.00499875,
dragon,4,0.00499875,
dramatic,4,0.00499875,
draw,4,0.00499875,
dripping,4,0.00499875,
driver,4,0.00499875,
drop,4,0.00499875,
dumb,4,0.00499875,
eat,4,0.00499875,
echo,4,0.00499875,
elements,4,0.00499875,
emotional,4,0.00499875,
enamoured,4,0.00499875,
ending,4,0.00499875,
enemies,4,0.00499875,
engagement,4,0.00499875,
entitled,4,0.00499875,
especially,4,0.00499875,
excuse,4,0.00499875,
experiment,4,0.00499875,
express,4,0.00499875,
faced,4,0.00499875,
faithful,4,0.00499875,
fashioned,4,0.00499875,
fatality,4,0.00499875,
feast,4,0.00499875,
feels,4,0.00499875,
fermor,4,0.00499875,
ferrol,4,0.00499875,
fibre,4,0.00499875,
fifteen,4,0.00499875,
fifty,4,0.00499875,
fill,4,0.00499875,
finest,4,0.00499875,
finish,4,0.00499875,
fit,4,0.00499875,
flashed,4,0.00499875,
flesh,4,0.00499875,
flitted,4,0.00499875,
fly,4,0.00499875,
forgetfulness,4,0.00499875,
forgot,4,0.00499875,
formal,4,0.00499875,
forty,4,0.00499875,
fully,4,0.00499875,
furious,4,0.00499875,
gape,4,0.00499875,
gautier,4,0.00499875,
gesture,4,0.00499875,
gestures,4,0.00499875,
getting,4,0.00499875,
gilded,4,0.00499875,
gloves,4,0.00499875,
goodness,4,0.00499875,
goods,4,0.00499875,
gracious,4,0.00499875,
gradually,4,0.00499875,
habits,4,0.00499875,
hadn,4,0.00499875,
haggard,4,0.00499875,
handsome,4,0.00499875,
happen,4,0.00499875,
hare,4,0.00499875,
harmony,4,0.00499875,
hastily,4,0.00499875,
heel,4,0.00499875,
helped,4,0.00499875,
hero,4,0.00499875,
higher,4,0.00499875,
honey,4,0.00499875,
husbands,4,0.00499875,
illusion,4,0.00499875,
immoral,4,0.00499875,
imogen,4,0.00499875,
impulse,4,0.00499875,
infamous,4,0.00499875,
influences,4,0.00499875,
information,4,0.00499875,
inquired,4,0.00499875,
inseparable,4,0.00499875,
insist,4,0.00499875,
intended,4,0.00499875,
intensified,4,0.00499875,
interrupted,4,0.00499875,
intimate,4,0.00499875,
isaacs,4,0.00499875,
japanese,4,0.00499875,
jealousy,4,0.00499875,
join,4,0.00499875,
keenly,4,0.00499875,
knees,4,0.00499875,
knowledge,4,0.00499875,
l,4,0.00499875,
lacquer,4,0.00499875,
landing,4,0.00499875,
lantern,4,0.00499875,
leaden,4,0.00499875,
leaf,4,0.00499875,
learn,4,0.00499875,
leather,4,0.00499875,
lie,4,0.00499875,
lifted,4,0.00499875,
lights,4,0.00499875,
likely,4,0.00499875,
likeness,4,0.00499875,
lilac,4,0.00499875,
lined,4,0.00499875,
lodging,4,0.00499875,
loses,4,0.00499875,
loss,4,0.00499875,
loveliest,4,0.00499875,
madly,4,0.00499875,
maker,4,0.00499875,
malady,4,0.00499875,
mantelshelf,4,0.00499875,
margaret,4,0.00499875,
marked,4,0.00499875,
masterpiece,4,0.00499875,
matters,4,0.00499875,
member,4,0.00499875,
mentioned,4,0.00499875,
metal,4,0.00499875,
minute,4,0.00499875,
mockery,4,0.00499875,
monsieur,4,0.00499875,
morals,4,0.00499875,
motionless,4,0.00499875,
motive,4,0.00499875,
mysteries,4,0.00499875,
near,4,0.00499875,
necessity,4,0.00499875,
nervously,4,0.00499875,
nostrils,4,0.00499875,
obliged,4,0.00499875,
office,4,0.00499875,
omen,4,0.00499875,
opinion,4,0.00499875,
opium,4,0.00499875,
orange,4,0.00499875,
origin,4,0.00499875,
owe,4,0.00499875,
pages,4,0.00499875,
panes,4,0.00499875,
paradox,4,0.00499875,
parrot,4,0.00499875,
pathos,4,0.00499875,
patti,4,0.00499875,
paused,4,0.00499875,
peered,4,0.00499875,
physical,4,0.00499875,
picked,4,0.00499875,
platform,4,0.00499875,
please,4,0.00499875,
pleased,4,0.00499875,
poisoned,4,0.00499875,
premature,4,0.00499875,
press,4,0.00499875,
priest,4,0.00499875,
privilege,4,0.00499875,
promise,4,0.00499875,
psychology,4,0.00499875,
puzzled,4,0.00499875,
quick,4,0.00499875,
raised,4,0.00499875,
reading,4,0.00499875,
realized,4,0.00499875,
recognized,4,0.00499875,
relief,4,0.00499875,
remorse,4,0.00499875,
represent,4,0.00499875,
rest,4,0.00499875,
returned,4,0.00499875,
rode,4,0.00499875,
ruined,4,0.00499875,
saved,4,0.00499875,
sees,4,0.00499875,
sensual,4,0.00499875,
served,4,0.00499875,
seventeen,4,0.00499875,
shell,4,0.00499875,
shouldn,4,0.00499875,
sickly,4,0.00499875,
sight,4,0.00499875,
sipping,4,0.00499875,
sitter,4,0.00499875,
situation,4,0.00499875,
sleeves,4,0.00499875,
slightly,4,0.00499875,
somebody,4,0.00499875,
spared,4,0.00499875,
special,4,0.00499875,
spite,4,0.00499875,
st,4,0.00499875,
stamped,4,0.00499875,
star,4,0.00499875,
startled,4,0.00499875,
step,4,0.00499875,
stick,4,0.00499875,
stifled,4,0.00499875,
stirring,4,0.00499875,
strained,4,0.00499875,
stranger,4,0.00499875,
strike,4,0.00499875,
strongly,4,0.00499875,
struggled,4,0.00499875,
style,4,0.00499875,
succeeded,4,0.00499875,
suicide,4,0.00499875,
suit,4,0.00499875,
sullen,4,0.00499875,
sur,4,0.00499875,
sympathize,4,0.00499875,
sympathy,4,0.00499875,
tall,4,0.00499875,
tapestries,4,0.00499875,
tarnished,4,0.00499875,
taste,4,0.00499875,
tawdry,4,0.00499875,
tear,4,0.00499875,
tearing,4,0.00499875,
temper,4,0.00499875,
terrifies,4,0.00499875,
threads,4,0.00499875,
thrill,4,0.00499875,
throbbing,4,0.00499875,
throw,4,0.00499875,
throwing,4,0.00499875,
title,4,0.00499875,
tone,4,0.00499875,
touching,4,0.00499875,
treadley,4,0.00499875,
treat,4,0.00499875,
tremble,4,0.00499875,
trivial,4,0.00499875,
tuesday,4,0.00499875,
turquoise,4,0.00499875,
twitched,4,0.00499875,
ulster,4,0.00499875,
unchanged,4,0.00499875,
unfortunate,4,0.00499875,
unkind,4,0.00499875,
unlocked,4,0.00499875,
useful,4,0.00499875,
useless,4,0.00499875,
usual,4,0.00499875,
veins,4,0.00499875,
victoria,4,0.00499875,
vile,4,0.00499875,
violin,4,0.00499875,
voices,4,0.00499875,
volume,4,0.00499875,
walk,4,0.00499875,
wandered,4,0.00499875,
wasted,4,0.00499875,
waves,4,0.00499875,
waving,4,0.00499875,
wearily,4,0.00499875,
wearing,4,0.00499875,
wherever,4,0.00499875,
wished,4,0.00499875,
worked,4,0.00499875,
wouldn,4,0.00499875,
yards,4,0.00499875,
yield,4,0.00499875,
above,3,0.0037490628,
absurdly,3,0.0037490628,
access,3,0.0037490628,
acid,3,0.0037490628,
acted,3,0.0037490628,
actions,3,0.0037490628,
affect,3,0.0037490628,
affected,3,0.0037490628,
affection,3,0.0037490628,
aim,3,0.0037490628,
amber,3,0.0037490628,
amidst,3,0.0037490628,
angrily,3,0.0037490628,
antique,3,0.0037490628,
apple,3,0.0037490628,
appreciation,3,0.0037490628,
approve,3,0.0037490628,
argue,3,0.0037490628,
armour,3,0.0037490628,
arrested,3,0.0037490628,
arrived,3,0.0037490628,
artificial,3,0.0037490628,
ashamed,3,0.0037490628,
ashton,3,0.0037490628,
assured,3,0.0037490628,
atone,3,0.0037490628,
bachelors,3,0.0037490628,
bankrupt,3,0.0037490628,
bars,3,0.0037490628,
beat,3,0.0037490628,
bedroom,3,0.0037490628,
bee,3,0.0037490628,
beer,3,0.0037490628,
bees,3,0.0037490628,
begin,3,0.0037490628,
begins,3,0.0037490628,
belief,3,0.0037490628,
belong,3,0.0037490628,
beyond,3,0.0037490628,
bird,3,0.0037490628,
birth,3,0.0037490628,
blame,3,0.0037490628,
blank,3,0.0037490628,
blind,3,0.0037490628,
blinds,3,0.0037490628,
bloom,3,0.0037490628,
bonnets,3,0.0037490628,
bores,3,0.0037490628,
bother,3,0.0037490628,
bought,3,0.0037490628,
branches,3,0.0037490628,
break,3,0.0037490628,
brink,3,0.0037490628,
brocade,3,0.0037490628,
brood,3,0.0037490628,
brothers,3,0.0037490628,
brougham,3,0.0037490628,
brushes,3,0.0037490628,
built,3,0.0037490628,
burying,3,0.0037490628,
butterflies,3,0.0037490628,
cabinet,3,0.0037490628,
capital,3,0.0037490628,
caprice,3,0.0037490628,
carefully,3,0.0037490628,
carriage,3,0.0037490628,
cast,3,0.0037490628,
catch,3,0.0037490628,
cause,3,0.0037490628,
cave,3,0.0037490628,
censure,3,0.0037490628,
centre,3,0.0037490628,
chaps,3,0.0037490628,
chased,3,0.0037490628,
chattered,3,0.0037490628,
chief,3,0.0037490628,
chimney,3,0.0037490628,
chiselled,3,0.0037490628,
choose,3,0.0037490628,
christian,3,0.0037490628,
circle,3,0.0037490628,
civilized,3,0.0037490628,
clay,3,0.0037490628,
cloud,3,0.0037490628,
coal,3,0.0037490628,
collar,3,0.0037490628,
collected,3,0.0037490628,
commons,3,0.0037490628,
complete,3,0.0037490628,
concern,3,0.0037490628,
connected,3,0.0037490628,
connection,3,0.0037490628,
consequence,3,0.0037490628,
considered,3,0.0037490628,
contained,3,0.0037490628,
copy,3,0.0037490628,
coronation,3,0.0037490628,
corpse,3,0.0037490628,
corrupt,3,0.0037490628,
couple,3,0.0037490628,
court,3,0.0037490628,
creatures,3,0.0037490628,
credit,3,0.0037490628,
cries,3,0.0037490628,
crowned,3,0.0037490628,
cunning,3,0.0037490628,
cupids,3,0.0037490628,
curls,3,0.0037490628,
current,3,0.0037490628,
custom,3,0.0037490628,
cynical,3,0.0037490628,
daisy,3,0.0037490628,
darkened,3,0.0037490628,
dealt,3,0.0037490628,
debut,3,0.0037490628,
decent,3,0.0037490628,
decorated,3,0.0037490628,
decoration,3,0.0037490628,
defend,3,0.0037490628,
delighted,3,0.0037490628,
den,3,0.0037490628,
dens,3,0.0037490628,
des,3,0.0037490628,
designed,3,0.0037490628,
desired,3,0.0037490628,
despair,3,0.0037490628,
destined,3,0.0037490628,
difficult,3,0.0037490628,
dignity,3,0.0037490628,
dingy,3,0.0037490628,
discovery,3,0.0037490628,
discuss,3,0.0037490628,
dislike,3,0.0037490628,
distant,3,0.0037490628,
divine,3,0.0037490628,
doctor,3,0.0037490628,
double,3,0.0037490628,
dowdy,3,0.0037490628,
draped,3,0.0037490628,
dresses,3,0.0037490628,
drink,3,0.0037490628,
driven,3,0.0037490628,
drooped,3,0.0037490628,
drunk,3,0.0037490628,
du,3,0.0037490628,
dying,3,0.0037490628,
ease,3,0.0037490628,
educated,3,0.0037490628,
effort,3,0.0037490628,
egad,3,0.0037490628,
elaborately,3,0.0037490628,
elderly,3,0.0037490628,
element,3,0.0037490628,
elevating,3,0.0037490628,
elizabeth,3,0.0037490628,
emeralds,3,0.0037490628,
ennui,3,0.0037490628,
enthralled,3,0.0037490628,
entreat,3,0.0037490628,
escaped,3,0.0037490628,
essential,3,0.0037490628,
et,3,0.0037490628,
eternal,3,0.0037490628,
eternity,3,0.0037490628,
euston,3,0.0037490628,
eve,3,0.0037490628,
events,3,0.0037490628,
excited,3,0.0037490628,
excitement,3,0.0037490628,
exercised,3,0.0037490628,
exhausted,3,0.0037490628,
expected,3,0.0037490628,
extraordinarily,3,0.0037490628,
extravagant,3,0.0037490628,
faithless,3,0.0037490628,
family,3,0.0037490628,
fan,3,0.0037490628,
fanciful,3,0.0037490628,
fascinates,3,0.0037490628,
fat,3,0.0037490628,
favourites,3,0.0037490628,
fiction,3,0.0037490628,
fields,3,0.0037490628,
fiery,3,0.0037490628,
fin,3,0.0037490628,
flaring,3,0.0037490628,
flash,3,0.0037490628,
flew,3,0.0037490628,
flickering,3,0.0037490628,
flight,3,0.0037490628,
flinging,3,0.0037490628,
floating,3,0.0037490628,
florentine,3,0.0037490628,
folly,3,0.0037490628,
fool,3,0.0037490628,
footsteps,3,0.0037490628,
foreigners,3,0.0037490628,
forgiveness,3,0.0037490628,
forth,3,0.0037490628,
frenchman,3,0.0037490628,
fringed,3,0.0037490628,
fro,3,0.0037490628,
frown,3,0.0037490628,
gardener,3,0.0037490628,
gaunt,3,0.0037490628,
gauze,3,0.0037490628,
genial,3,0.0037490628,
gentlemen,3,0.0037490628,
ghastly,3,0.0037490628,
glance,3,0.0037490628,
glancing,3,0.0037490628,
gloomy,3,0.0037490628,
gown,3,0.0037490628,
groan,3,0.0037490628,
grossly,3,0.0037490628,
guns,3,0.0037490628,
hailed,3,0.0037490628,
handed,3,0.0037490628,
harden,3,0.0037490628,
harm,3,0.0037490628,
hateful,3,0.0037490628,
hats,3,0.0037490628,
heavily,3,0.0037490628,
hiding,3,0.0037490628,
highest,3,0.0037490628,
hissing,3,0.0037490628,
hit,3,0.0037490628,
holding,3,0.0037490628,
hollow,3,0.0037490628,
hooded,3,0.0037490628,
horrors,3,0.0037490628,
humanity,3,0.0037490628,
hungry,3,0.0037490628,
hurt,3,0.0037490628,
hypocrisy,3,0.0037490628,
ice,3,0.0037490628,
idolatry,3,0.0037490628,
ii,3,0.0037490628,
images,3,0.0037490628,
immediately,3,0.0037490628,
immensely,3,0.0037490628,
incredible,3,0.0037490628,
indifference,3,0.0037490628,
indignation,3,0.0037490628,
inevitable,3,0.0037490628,
infinitely,3,0.0037490628,
influenced,3,0.0037490628,
informed,3,0.0037490628,
inquire,3,0.0037490628,
insincere,3,0.0037490628,
instinctively,3,0.0037490628,
insult,3,0.0037490628,
intently,3,0.0037490628,
interfere,3,0.0037490628,
interminable,3,0.0037490628,
intolerable,3,0.0037490628,
introduced,3,0.0037490628,
invented,3,0.0037490628,
iron,3,0.0037490628,
jagged,3,0.0037490628,
jets,3,0.0037490628,
jewel,3,0.0037490628,
jewels,3,0.0037490628,
joys,3,0.0037490628,
jumped,3,0.0037490628,
knowing,3,0.0037490628,
labyrinth,3,0.0037490628,
laden,3,0.0037490628,
lasted,3,0.0037490628,
