Word,Freq,Freq(%)
sacred,2,0.002499375,
saddle,2,0.002499375,
sadness,2,0.002499375,
sail,2,0.002499375,
sails,2,0.002499375,
saint,2,0.002499375,
saints,2,0.002499375,
salt,2,0.002499375,
san,2,0.002499375,
sapphires,2,0.002499375,
satinwood,2,0.002499375,
sauntered,2,0.002499375,
scarf,2,0.002499375,
scent,2,0.002499375,
schoolboy,2,0.002499375,
schoolroom,2,0.002499375,
sculpture,2,0.002499375,
searched,2,0.002499375,
seats,2,0.002499375,
seconds,2,0.002499375,
seeds,2,0.002499375,
seek,2,0.002499375,
seething,2,0.002499375,
seltzer,2,0.002499375,
sensuous,2,0.002499375,
sentence,2,0.002499375,
servility,2,0.002499375,
sex,2,0.002499375,
shade,2,0.002499375,
shadowed,2,0.002499375,
shake,2,0.002499375,
shared,2,0.002499375,
sharp,2,0.002499375,
sheer,2,0.002499375,
shelves,2,0.002499375,
shirt,2,0.002499375,
shirted,2,0.002499375,
shivered,2,0.002499375,
shivering,2,0.002499375,
showing,2,0.002499375,
shows,2,0.002499375,
shrug,2,0.002499375,
sicken,2,0.002499375,
sickened,2,0.002499375,
sides,2,0.002499375,
silently,2,0.002499375,
silks,2,0.002499375,
simplicity,2,0.002499375,
sincerity,2,0.002499375,
sinner,2,0.002499375,
sipped,2,0.002499375,
sitters,2,0.002499375,
sixteen,2,0.002499375,
skull,2,0.002499375,
slain,2,0.002499375,
slaves,2,0.002499375,
sleeping,2,0.002499375,
slew,2,0.002499375,
slight,2,0.002499375,
slim,2,0.002499375,
sluggish,2,0.002499375,
smell,2,0.002499375,
smelling,2,0.002499375,
smyrna,2,0.002499375,
snakes,2,0.002499375,
sob,2,0.002499375,
soda,2,0.002499375,
softly,2,0.002499375,
soiled,2,0.002499375,
sold,2,0.002499375,
song,2,0.002499375,
sonnets,2,0.002499375,
sorts,2,0.002499375,
souls,2,0.002499375,
sounds,2,0.002499375,
south,2,0.002499375,
space,2,0.002499375,
spade,2,0.002499375,
spanish,2,0.002499375,
spear,2,0.002499375,
specimen,2,0.002499375,
spectacle,2,0.002499375,
spectator,2,0.002499375,
spend,2,0.002499375,
sphinxes,2,0.002499375,
spiritual,2,0.002499375,
spirituality,2,0.002499375,
splendour,2,0.002499375,
sprawled,2,0.002499375,
spread,2,0.002499375,
squabble,2,0.002499375,
stable,2,0.002499375,
stables,2,0.002499375,
staccato,2,0.002499375,
stammered,2,0.002499375,
starred,2,0.002499375,
starve,2,0.002499375,
staveley,2,0.002499375,
stayed,2,0.002499375,
staying,2,0.002499375,
steadfastly,2,0.002499375,
stealthy,2,0.002499375,
stereotyped,2,0.002499375,
sterile,2,0.002499375,
stillness,2,0.002499375,
stock,2,0.002499375,
stolen,2,0.002499375,
stone,2,0.002499375,
stored,2,0.002499375,
stout,2,0.002499375,
strangle,2,0.002499375,
strawberries,2,0.002499375,
streamed,2,0.002499375,
striking,2,0.002499375,
stroked,2,0.002499375,
stronger,2,0.002499375,
stuff,2,0.002499375,
stung,2,0.002499375,
subtlety,2,0.002499375,
success,2,0.002499375,
sufficient,2,0.002499375,
suited,2,0.002499375,
sunday,2,0.002499375,
sup,2,0.002499375,
superficial,2,0.002499375,
surrender,2,0.002499375,
survival,2,0.002499375,
survive,2,0.002499375,
swallows,2,0.002499375,
swerved,2,0.002499375,
swore,2,0.002499375,
sybil,2,0.002499375,
symbol,2,0.002499375,
system,2,0.002499375,
tail,2,0.002499375,
tainted,2,0.002499375,
talks,2,0.002499375,
tavern,2,0.002499375,
teeth,2,0.002499375,
tempered,2,0.002499375,
tempt,2,0.002499375,
temptations,2,0.002499375,
tenderness,2,0.002499375,
termed,2,0.002499375,
thick,2,0.002499375,
thieves,2,0.002499375,
thou,2,0.002499375,
thoughtless,2,0.002499375,
threat,2,0.002499375,
thrush,2,0.002499375,
tight,2,0.002499375,
tin,2,0.002499375,
tipped,2,0.002499375,
titan,2,0.002499375,
tomb,2,0.002499375,
toned,2,0.002499375,
tongues,2,0.002499375,
topic,2,0.002499375,
tories,2,0.002499375,
torn,2,0.002499375,
torture,2,0.002499375,
tory,2,0.002499375,
track,2,0.002499375,
trade,2,0.002499375,
tramping,2,0.002499375,
trampled,2,0.002499375,
trap,2,0.002499375,
travail,2,0.002499375,
treacherous,2,0.002499375,
trellis,2,0.002499375,
tribes,2,0.002499375,
trop,2,0.002499375,
tumblers,2,0.002499375,
turbaned,2,0.002499375,
turbid,2,0.002499375,
turquoises,2,0.002499375,
uncivilized,2,0.002499375,
uncomely,2,0.002499375,
uncouth,2,0.002499375,
underlip,2,0.002499375,
understanding,2,0.002499375,
undisturbed,2,0.002499375,
unfair,2,0.002499375,
union,2,0.002499375,
unison,2,0.002499375,
unless,2,0.002499375,
unlike,2,0.002499375,
unmoved,2,0.002499375,
unseen,2,0.002499375,
unselfish,2,0.002499375,
unspotted,2,0.002499375,
unstained,2,0.002499375,
until,2,0.002499375,
untroubled,2,0.002499375,
upper,2,0.002499375,
upset,2,0.002499375,
usually,2,0.002499375,
utterance,2,0.002499375,
uttered,2,0.002499375,
vague,2,0.002499375,
vaguely,2,0.002499375,
vandeleur,2,0.002499375,
vanished,2,0.002499375,
veils,2,0.002499375,
vengeance,2,0.002499375,
ventured,2,0.002499375,
verdict,2,0.002499375,
verge,2,0.002499375,
verona,2,0.002499375,
verse,2,0.002499375,
vi,2,0.002499375,
vibrating,2,0.002499375,
vienna,2,0.002499375,
village,2,0.002499375,
violence,2,0.002499375,
virgin,2,0.002499375,
virtue,2,0.002499375,
visit,2,0.002499375,
vivisecting,2,0.002499375,
vow,2,0.002499375,
wakened,2,0.002499375,
wan,2,0.002499375,
wanting,2,0.002499375,
warped,2,0.002499375,
waste,2,0.002499375,
waters,2,0.002499375,
wave,2,0.002499375,
waved,2,0.002499375,
weak,2,0.002499375,
wearisome,2,0.002499375,
wears,2,0.002499375,
weighed,2,0.002499375,
wept,2,0.002499375,
whiskered,2,0.002499375,
whispering,2,0.002499375,
wicker,2,0.002499375,
wide,2,0.002499375,
wider,2,0.002499375,
wilder,2,0.002499375,
wisdom,2,0.002499375,
wishes,2,0.002499375,
wit,2,0.002499375,
wither,2,0.002499375,
working,2,0.002499375,
worlds,2,0.002499375,
woven,2,0.002499375,
wrapped,2,0.002499375,
wreath,2,0.002499375,
wrinkle,2,0.002499375,
wrung,2,0.002499375,
yacht,2,0.002499375,
yard,2,0.002499375,
yelled,2,0.002499375,
yielded,2,0.002499375,
youths,2,0.002499375,
10,1,0.0012496875,
11,1,0.0012496875,
12,1,0.0012496875,
13,1,0.0012496875,
14,1,0.0012496875,
15,1,0.0012496875,
16,1,0.0012496875,
17,1,0.0012496875,
18,1,0.0012496875,
1820,1,0.0012496875,
19,1,0.0012496875,
2,1,0.0012496875,
20,1,0.0012496875,
3,1,0.0012496875,
4,1,0.0012496875,
5,1,0.0012496875,
6,1,0.0012496875,
7,1,0.0012496875,
8,1,0.0012496875,
9,1,0.0012496875,
abandon,1,0.0012496875,
abdicate,1,0.0012496875,
abject,1,0.0012496875,
aborde,1,0.0012496875,
absolution,1,0.0012496875,
absorption,1,0.0012496875,
abstracted,1,0.0012496875,
abstruse,1,0.0012496875,
abused,1,0.0012496875,
academicians,1,0.0012496875,
acanthus,1,0.0012496875,
acanthuslike,1,0.0012496875,
accentuating,1,0.0012496875,
acceptance,1,0.0012496875,
accepting,1,0.0012496875,
accidental,1,0.0012496875,
accompanied,1,0.0012496875,
accompaniment,1,0.0012496875,
accompany,1,0.0012496875,
accord,1,0.0012496875,
accordance,1,0.0012496875,
accumulate,1,0.0012496875,
accurate,1,0.0012496875,
accursed,1,0.0012496875,
accusing,1,0.0012496875,
achilles,1,0.0012496875,
acquaintances,1,0.0012496875,
acrobats,1,0.0012496875,
active,1,0.0012496875,
activity,1,0.0012496875,
actor,1,0.0012496875,
actuality,1,0.0012496875,
add,1,0.0012496875,
adder,1,0.0012496875,
adders,1,0.0012496875,
adjoining,1,0.0012496875,
admirably,1,0.0012496875,
admiral,1,0.0012496875,
admirer,1,0.0012496875,
admitted,1,0.0012496875,
adolphe,1,0.0012496875,
adopt,1,0.0012496875,
adopted,1,0.0012496875,
adores,1,0.0012496875,
adriatique,1,0.0012496875,
advance,1,0.0012496875,
advanced,1,0.0012496875,
adventure,1,0.0012496875,
adventurer,1,0.0012496875,
adversaries,1,0.0012496875,
advertise,1,0.0012496875,
affair,1,0.0012496875,
affectations,1,0.0012496875,
affectionate,1,0.0012496875,
affects,1,0.0012496875,
affirmative,1,0.0012496875,
affluence,1,0.0012496875,
aging,1,0.0012496875,
agitated,1,0.0012496875,
agnew,1,0.0012496875,
ague,1,0.0012496875,
aid,1,0.0012496875,
aiming,1,0.0012496875,
albany,1,0.0012496875,
alchemist,1,0.0012496875,
alder,1,0.0012496875,
alders,1,0.0012496875,
alfonso,1,0.0012496875,
algerian,1,0.0012496875,
algiers,1,0.0012496875,
alice,1,0.0012496875,
alliterative,1,0.0012496875,
aloes,1,0.0012496875,
aloft,1,0.0012496875,
alphonso,1,0.0012496875,
alternate,1,0.0012496875,
alternative,1,0.0012496875,
amarre,1,0.0012496875,
amateur,1,0.0012496875,
amateurs,1,0.0012496875,
amazing,1,0.0012496875,
amazon,1,0.0012496875,
ambassador,1,0.0012496875,
ambassadors,1,0.0012496875,
ambergris,1,0.0012496875,
ambitions,1,0.0012496875,
amends,1,0.0012496875,
amethysts,1,0.0012496875,
amour,1,0.0012496875,
ample,1,0.0012496875,
amsterdam,1,0.0012496875,
amuse,1,0.0012496875,
amusement,1,0.0012496875,
amusing,1,0.0012496875,
analyse,1,0.0012496875,
analysing,1,0.0012496875,
analysis,1,0.0012496875,
analyzed,1,0.0012496875,
anastasius,1,0.0012496875,
ancestors,1,0.0012496875,
anchorite,1,0.0012496875,
andrew,1,0.0012496875,
anew,1,0.0012496875,
angels,1,0.0012496875,
anger,1,0.0012496875,
anglomania,1,0.0012496875,
anguish,1,0.0012496875,
animalism,1,0.0012496875,
animals,1,0.0012496875,
anne,1,0.0012496875,
annihilated,1,0.0012496875,
annihilates,1,0.0012496875,
announce,1,0.0012496875,
annoy,1,0.0012496875,
anodyne,1,0.0012496875,
anthony,1,0.0012496875,
antidote,1,0.0012496875,
antinomianism,1,0.0012496875,
antinous,1,0.0012496875,
antiquity,1,0.0012496875,
ants,1,0.0012496875,
anxiety,1,0.0012496875,
apartment,1,0.0012496875,
aphorisms,1,0.0012496875,
apologize,1,0.0012496875,
apology,1,0.0012496875,
apparent,1,0.0012496875,
appear,1,0.0012496875,
appearances,1,0.0012496875,
appeased,1,0.0012496875,
appetite,1,0.0012496875,
appetites,1,0.0012496875,
applaud,1,0.0012496875,
applause,1,0.0012496875,
apples,1,0.0012496875,
appointment,1,0.0012496875,
apprehension,1,0.0012496875,
approaching,1,0.0012496875,
approvingly,1,0.0012496875,
apricot,1,0.0012496875,
apt,1,0.0012496875,
arabesques,1,0.0012496875,
aragon,1,0.0012496875,
arbiter,1,0.0012496875,
arbitrary,1,0.0012496875,
arcade,1,0.0012496875,
arcades,1,0.0012496875,
archaisms,1,0.0012496875,
archbishop,1,0.0012496875,
architectural,1,0.0012496875,
architecture,1,0.0012496875,
archways,1,0.0012496875,
ardent,1,0.0012496875,
argot,1,0.0012496875,
aristocratic,1,0.0012496875,
arrange,1,0.0012496875,
arrangement,1,0.0012496875,
arrangements,1,0.0012496875,
arresting,1,0.0012496875,
arrows,1,0.0012496875,
artemis,1,0.0012496875,
articles,1,0.0012496875,
artificiality,1,0.0012496875,
artistically,1,0.0012496875,
asbestos,1,0.0012496875,
asceticism,1,0.0012496875,
asphodel,1,0.0012496875,
aspilates,1,0.0012496875,
assented,1,0.0012496875,
assistance,1,0.0012496875,
assisted,1,0.0012496875,
assume,1,0.0012496875,
assures,1,0.0012496875,
assuring,1,0.0012496875,
astorre,1,0.0012496875,
astrakhan,1,0.0012496875,
atalanta,1,0.0012496875,
athena,1,0.0012496875,
athenaeum,1,0.0012496875,
atoned,1,0.0012496875,
atones,1,0.0012496875,
attachment,1,0.0012496875,
attacking,1,0.0012496875,
attain,1,0.0012496875,
attempt,1,0.0012496875,
attempted,1,0.0012496875,
attempts,1,0.0012496875,
attic,1,0.0012496875,
attitude,1,0.0012496875,
attracted,1,0.0012496875,
attractions,1,0.0012496875,
auction,1,0.0012496875,
auctioneer,1,0.0012496875,
audace,1,0.0012496875,
audacious,1,0.0012496875,
audible,1,0.0012496875,
authoritative,1,0.0012496875,
authority,1,0.0012496875,
autobiography,1,0.0012496875,
automatons,1,0.0012496875,
averted,1,0.0012496875,
avoid,1,0.0012496875,
awe,1,0.0012496875,
awoke,1,0.0012496875,
aztecs,1,0.0012496875,
azur,1,0.0012496875,
bachelor,1,0.0012496875,
backs,1,0.0012496875,
backwards,1,0.0012496875,
baglioni,1,0.0012496875,
bags,1,0.0012496875,
balance,1,0.0012496875,
balancing,1,0.0012496875,
balas,1,0.0012496875,
balasses,1,0.0012496875,
bald,1,0.0012496875,
balls,1,0.0012496875,
balms,1,0.0012496875,
balustrade,1,0.0012496875,
band,1,0.0012496875,
bank,1,0.0012496875,
banker,1,0.0012496875,
bankruptcies,1,0.0012496875,
barbaric,1,0.0012496875,
barbi,1,0.0012496875,
bard,1,0.0012496875,
bargaining,1,0.0012496875,
barges,1,0.0012496875,
barked,1,0.0012496875,
baronet,1,0.0012496875,
barren,1,0.0012496875,
bartered,1,0.0012496875,
bathed,1,0.0012496875,
bathroom,1,0.0012496875,
battened,1,0.0012496875,
battle,1,0.0012496875,
bauderike,1,0.0012496875,
beaded,1,0.0012496875,
beam,1,0.0012496875,
beaming,1,0.0012496875,
beams,1,0.0012496875,
beard,1,0.0012496875,
bears,1,0.0012496875,
beasts,1,0.0012496875,
beaten,1,0.0012496875,
beatrice,1,0.0012496875,
beats,1,0.0012496875,
beau,1,0.0012496875,
beauteous,1,0.0012496875,
beautifully,1,0.0012496875,
beckenham,1,0.0012496875,
bedside,1,0.0012496875,
beethoven,1,0.0012496875,
beetle,1,0.0012496875,
beetles,1,0.0012496875,
beggar,1,0.0012496875,
begged,1,0.0012496875,
behave,1,0.0012496875,
behaved,1,0.0012496875,
behaves,1,0.0012496875,
beheld,1,0.0012496875,
behold,1,0.0012496875,
belgian,1,0.0012496875,
believes,1,0.0012496875,
believing,1,0.0012496875,
belonging,1,0.0012496875,
benches,1,0.0012496875,
bend,1,0.0012496875,
benefiting,1,0.0012496875,
bent,1,0.0012496875,
bepaint,1,0.0012496875,
berkeley,1,0.0012496875,
berkshire,1,0.0012496875,
bernal,1,0.0012496875,
beryl,1,0.0012496875,
betters,1,0.0012496875,
betting,1,0.0012496875,
beware,1,0.0012496875,
bezoar,1,0.0012496875,
bible,1,0.0012496875,
binding,1,0.0012496875,
biology,1,0.0012496875,
birrell,1,0.0012496875,
birthday,1,0.0012496875,
bismuth,1,0.0012496875,
bitten,1,0.0012496875,
bitterness,1,0.0012496875,
bitters,1,0.0012496875,
blackballed,1,0.0012496875,
blackmailed,1,0.0012496875,
blade,1,0.0012496875,
blasphemy,1,0.0012496875,
blast,1,0.0012496875,
blazed,1,0.0012496875,
blazoned,1,0.0012496875,
bleached,1,0.0012496875,
blended,1,0.0012496875,
blessed,1,0.0012496875,
blessing,1,0.0012496875,
blew,1,0.0012496875,
blindly,1,0.0012496875,
bloated,1,0.0012496875,
bloomed,1,0.0012496875,
blooms,1,0.0012496875,
blotted,1,0.0012496875,
blowing,1,0.0012496875,
blows,1,0.0012496875,
blushes,1,0.0012496875,
blushing,1,0.0012496875,
boar,1,0.0012496875,
board,1,0.0012496875,
bold,1,0.0012496875,
boldness,1,0.0012496875,
bologna,1,0.0012496875,
bolted,1,0.0012496875,
bolts,1,0.0012496875,
bond,1,0.0012496875,
bonds,1,0.0012496875,
bone,1,0.0012496875,
bones,1,0.0012496875,
boniface,1,0.0012496875,
boot,1,0.0012496875,
booth,1,0.0012496875,
boots,1,0.0012496875,
bordered,1,0.0012496875,
borgia,1,0.0012496875,
boring,1,0.0012496875,
borrowed,1,0.0012496875,
bothering,1,0.0012496875,
boughs,1,0.0012496875,
bounded,1,0.0012496875,
bouquets,1,0.0012496875,
bourdon,1,0.0012496875,
bournemouth,1,0.0012496875,
brabantio,1,0.0012496875,
brac,1,0.0012496875,
bracken,1,0.0012496875,
brainless,1,0.0012496875,
branded,1,0.0012496875,
branksome,1,0.0012496875,
brantome,1,0.0012496875,
braved,1,0.0012496875,
bravest,1,0.0012496875,
brawl,1,0.0012496875,
brawled,1,0.0012496875,
brawling,1,0.0012496875,
brazier,1,0.0012496875,
brazilian,1,0.0012496875,
bread,1,0.0012496875,
breaks,1,0.0012496875,
breasted,1,0.0012496875,
breathed,1,0.0012496875,
bred,1,0.0012496875,
breed,1,0.0012496875,
brevity,1,0.0012496875,
bric,1,0.0012496875,
brickdust,1,0.0012496875,
brickfields,1,0.0012496875,
brightly,1,0.0012496875,
brightness,1,0.0012496875,
brilliancy,1,0.0012496875,
brilliantly,1,0.0012496875,
broideries,1,0.0012496875,
broidery,1,0.0012496875,
broker,1,0.0012496875,
bronzes,1,0.0012496875,
broods,1,0.0012496875,
browning,1,0.0012496875,
brows,1,0.0012496875,
bruise,1,0.0012496875,
bruno,1,0.0012496875,
brush,1,0.0012496875,
brushed,1,0.0012496875,
brushwork,1,0.0012496875,
bubble,1,0.0012496875,
bubbles,1,0.0012496875,
bud,1,0.0012496875,
bulky,1,0.0012496875,
bull,1,0.0012496875,
bulwark,1,0.0012496875,
buonarotti,1,0.0012496875,
burlington,1,0.0012496875,
burnished,1,0.0012496875,
burns,1,0.0012496875,
burnt,1,0.0012496875,
bush,1,0.0012496875,
bushy,1,0.0012496875,
busy,1,0.0012496875,
butterfly,1,0.0012496875,
buying,1,0.0012496875,
buzz,1,0.0012496875,
cabman,1,0.0012496875,
cabmen,1,0.0012496875,
cabs,1,0.0012496875,
caelestis,1,0.0012496875,
caesar,1,0.0012496875,
cafe,1,0.0012496875,
cairo,1,0.0012496875,
cake,1,0.0012496875,
cakes,1,0.0012496875,
caliban,1,0.0012496875,
caligula,1,0.0012496875,
callousness,1,0.0012496875,
calmly,1,0.0012496875,
calumnies,1,0.0012496875,
cambridge,1,0.0012496875,
camees,1,0.0012496875,
camillus,1,0.0012496875,
camp,1,0.0012496875,
campanile,1,0.0012496875,
candleshades,1,0.0012496875,
canopy,1,0.0012496875,
capable,1,0.0012496875,
capacity,1,0.0012496875,
capri,1,0.0012496875,
capricious,1,0.0012496875,
captain,1,0.0012496875,
capture,1,0.0012496875,
card,1,0.0012496875,
career,1,0.0012496875,
carelessness,1,0.0012496875,
cares,1,0.0012496875,
caressed,1,0.0012496875,
carlo,1,0.0012496875,
carlton,1,0.0012496875,
carnal,1,0.0012496875,
carnations,1,0.0012496875,
caroused,1,0.0012496875,
cars,1,0.0012496875,
carthage,1,0.0012496875,
cartridges,1,0.0012496875,
carts,1,0.0012496875,
caryatides,1,0.0012496875,
cashmere,1,0.0012496875,
caste,1,0.0012496875,
casual,1,0.0012496875,
cat,1,0.0012496875,
category,1,0.0012496875,
catherine,1,0.0012496875,
catholic,1,0.0012496875,
caveman,1,0.0012496875,
cedar,1,0.0012496875,
ceilan,1,0.0012496875,
cells,1,0.0012496875,
censer,1,0.0012496875,
censers,1,0.0012496875,
centaurs,1,0.0012496875,
centuries,1,0.0012496875,
chains,1,0.0012496875,
chalk,1,0.0012496875,
challenge,1,0.0012496875,
champak,1,0.0012496875,
champion,1,0.0012496875,
chancing,1,0.0012496875,
chapters,1,0.0012496875,
characterizes,1,0.0012496875,
charcoal,1,0.0012496875,
charge,1,0.0012496875,
charges,1,0.0012496875,
chariot,1,0.0012496875,
charitable,1,0.0012496875,
charmant,1,0.0012496875,
charpentier,1,0.0012496875,
chasing,1,0.0012496875,
chasubles,1,0.0012496875,
chaud,1,0.0012496875,
cheated,1,0.0012496875,
cheeky,1,0.0012496875,
chemical,1,0.0012496875,
chemicals,1,0.0012496875,
chemist,1,0.0012496875,
chequebook,1,0.0012496875,
cheroot,1,0.0012496875,
cherries,1,0.0012496875,
chess,1,0.0012496875,
chestnut,1,0.0012496875,
chests,1,0.0012496875,
chicago,1,0.0012496875,
chiefest,1,0.0012496875,
childhood,1,0.0012496875,
childish,1,0.0012496875,
childlike,1,0.0012496875,
chile,1,0.0012496875,
chilperic,1,0.0012496875,
chirrup,1,0.0012496875,
chirruping,1,0.0012496875,
choked,1,0.0012496875,
choking,1,0.0012496875,
chooses,1,0.0012496875,
chop,1,0.0012496875,
chord,1,0.0012496875,
chords,1,0.0012496875,
chose,1,0.0012496875,
christened,1,0.0012496875,
christening,1,0.0012496875,
chromatique,1,0.0012496875,
chrysoberyl,1,0.0012496875,
chrysolites,1,0.0012496875,
chuck,1,0.0012496875,
chuckled,1,0.0012496875,
churchill,1,0.0012496875,
churchyard,1,0.0012496875,
cibo,1,0.0012496875,
cigar,1,0.0012496875,
circling,1,0.0012496875,
circulated,1,0.0012496875,
circumstance,1,0.0012496875,
circus,1,0.0012496875,
citizen,1,0.0012496875,
citron,1,0.0012496875,
civil,1,0.0012496875,
civilization,1,0.0012496875,
civilizations,1,0.0012496875,
clad,1,0.0012496875,
claim,1,0.0012496875,
claimed,1,0.0012496875,
claims,1,0.0012496875,
clammy,1,0.0012496875,
clamped,1,0.0012496875,
clamps,1,0.0012496875,
clarin,1,0.0012496875,
clatter,1,0.0012496875,
claws,1,0.0012496875,
cleaned,1,0.0012496875,
cleanse,1,0.0012496875,
clearly,1,0.0012496875,
clematis,1,0.0012496875,
clenching,1,0.0012496875,
clericalis,1,0.0012496875,
clerks,1,0.0012496875,
click,1,0.0012496875,
climax,1,0.0012496875,
cling,1,0.0012496875,
clodion,1,0.0012496875,
clogged,1,0.0012496875,
closely,1,0.0012496875,
clothe,1,0.0012496875,
clotted,1,0.0012496875,
cloudless,1,0.0012496875,
clouds,1,0.0012496875,
clovis,1,0.0012496875,
clump,1,0.0012496875,
clumsy,1,0.0012496875,
clung,1,0.0012496875,
clustered,1,0.0012496875,
coachman,1,0.0012496875,
coaling,1,0.0012496875,
coast,1,0.0012496875,
cobwebs,1,0.0012496875,
cognizance,1,0.0012496875,
coil,1,0.0012496875,
coils,1,0.0012496875,
coiners,1,0.0012496875,
colder,1,0.0012496875,
coldness,1,0.0012496875,
collars,1,0.0012496875,
collect,1,0.0012496875,
collieries,1,0.0012496875,
colonies,1,0.0012496875,
colosseum,1,0.0012496875,
colouring,1,0.0012496875,
comedian,1,0.0012496875,
comedy,1,0.0012496875,
comeliness,1,0.0012496875,
comely,1,0.0012496875,
comfortable,1,0.0012496875,
comforting,1,0.0012496875,
comme,1,0.0012496875,
commits,1,0.0012496875,
committing,1,0.0012496875,
commonest,1,0.0012496875,
commonly,1,0.0012496875,
communicate,1,0.0012496875,
communications,1,0.0012496875,
communion,1,0.0012496875,
compares,1,0.0012496875,
compelled,1,0.0012496875,
compromised,1,0.0012496875,
conceals,1,0.0012496875,
conceive,1,0.0012496875,
concentrate,1,0.0012496875,
concorde,1,0.0012496875,
condition,1,0.0012496875,
conduct,1,0.0012496875,
conductor,1,0.0012496875,
confessionals,1,0.0012496875,
confessions,1,0.0012496875,
confided,1,0.0012496875,
confirmed,1,0.0012496875,
confused,1,0.0012496875,
conjecture,1,0.0012496875,
conjectures,1,0.0012496875,
conjugal,1,0.0012496875,
connoisseurs,1,0.0012496875,
conqueror,1,0.0012496875,
consented,1,0.0012496875,
consequences,1,0.0012496875,
considerably,1,0.0012496875,
considerate,1,0.0012496875,
consideration,1,0.0012496875,
considering,1,0.0012496875,
considers,1,0.0012496875,
consistency,1,0.0012496875,
consistent,1,0.0012496875,
consists,1,0.0012496875,
consolations,1,0.0012496875,
consoles,1,0.0012496875,
consorted,1,0.0012496875,
conspiracy,1,0.0012496875,
constable,1,0.0012496875,
consulted,1,0.0012496875,
consume,1,0.0012496875,
consummate,1,0.0012496875,
consumption,1,0.0012496875,
contact,1,0.0012496875,
contemplation,1,0.0012496875,
contemporary,1,0.0012496875,
contented,1,0.0012496875,
contents,1,0.0012496875,
continuance,1,0.0012496875,
continue,1,0.0012496875,
contour,1,0.0012496875,
contradict,1,0.0012496875,
contralto,1,0.0012496875,
contrary,1,0.0012496875,
convent,1,0.0012496875,
convention,1,0.0012496875,
conversing,1,0.0012496875,
converted,1,0.0012496875,
converts,1,0.0012496875,
conveyed,1,0.0012496875,
convinced,1,0.0012496875,
convolvulus,1,0.0012496875,
convulsively,1,0.0012496875,
cookery,1,0.0012496875,
cooks,1,0.0012496875,
cooped,1,0.0012496875,
copies,1,0.0012496875,
cord,1,0.0012496875,
cords,1,0.0012496875,
cores,1,0.0012496875,
corked,1,0.0012496875,
corks,1,0.0012496875,
cornelian,1,0.0012496875,
cornucopias,1,0.0012496875,
coroner,1,0.0012496875,
corporals,1,0.0012496875,
corps,1,0.0012496875,
correctly,1,0.0012496875,
correspondence,1,0.0012496875,
corridor,1,0.0012496875,
corroborative,1,0.0012496875,
cortes,1,0.0012496875,
cosmopolitan,1,0.0012496875,
costs,1,0.0012496875,
cotton,1,0.0012496875,
couches,1,0.0012496875,
counter,1,0.0012496875,
counterpart,1,0.0012496875,
counties,1,0.0012496875,
counting,1,0.0012496875,
countrymen,1,0.0012496875,
county,1,0.0012496875,
courteous,1,0.0012496875,
courteously,1,0.0012496875,
courts,1,0.0012496875,
cousin,1,0.0012496875,
covent,1,0.0012496875,
cover,1,0.0012496875,
covering,1,0.0012496875,
coverlet,1,0.0012496875,
covers,1,0.0012496875,
cracked,1,0.0012496875,
craft,1,0.0012496875,
crash,1,0.0012496875,
crates,1,0.0012496875,
craving,1,0.0012496875,
crawling,1,0.0012496875,
creaked,1,0.0012496875,
crease,1,0.0012496875,
creates,1,0.0012496875,
creed,1,0.0012496875,
creeps,1,0.0012496875,
crescent,1,0.0012496875,
crescents,1,0.0012496875,
crest,1,0.0012496875,
crimes,1,0.0012496875,
criminal,1,0.0012496875,
crinkled,1,0.0012496875,
crisis,1,0.0012496875,
critics,1,0.0012496875,
crocodiles,1,0.0012496875,
crocus,1,0.0012496875,
cross,1,0.0012496875,
crossed,1,0.0012496875,
crosses,1,0.0012496875,
crouch,1,0.0012496875,
crouched,1,0.0012496875,
crow,1,0.0012496875,
crucible,1,0.0012496875,
crucifixion,1,0.0012496875,
crudely,1,0.0012496875,
cruelly,1,0.0012496875,
crumpled,1,0.0012496875,
culminate,1,0.0012496875,
culminated,1,0.0012496875,
cultured,1,0.0012496875,
cunningly,1,0.0012496875,
curate,1,0.0012496875,
cured,1,0.0012496875,
curl,1,0.0012496875,
curly,1,0.0012496875,
curse,1,0.0012496875,
cursing,1,0.0012496875,
curving,1,0.0012496875,
cushioned,1,0.0012496875,
cushions,1,0.0012496875,
cuzco,1,0.0012496875,
cylindrical,1,0.0012496875,
cymophane,1,0.0012496875,
cynic,1,0.0012496875,
cynicism,1,0.0012496875,
cyril,1,0.0012496875,
dacca,1,0.0012496875,
dahlia,1,0.0012496875,
daily,1,0.0012496875,
dainties,1,0.0012496875,
daintily,1,0.0012496875,
dais,1,0.0012496875,
dalmatic,1,0.0012496875,
dalmatics,1,0.0012496875,
daly,1,0.0012496875,
damned,1,0.0012496875,
danby,1,0.0012496875,
dancing,1,0.0012496875,
dandies,1,0.0012496875,
dandy,1,0.0012496875,
dandyism,1,0.0012496875,
dante,1,0.0012496875,
daren,1,0.0012496875,
darkening,1,0.0012496875,
darlington,1,0.0012496875,
darted,1,0.0012496875,
darwinismus,1,0.0012496875,
dash,1,0.0012496875,
dashed,1,0.0012496875,
dashing,1,0.0012496875,
dates,1,0.0012496875,
daubed,1,0.0012496875,
dawned,1,0.0012496875,
deadens,1,0.0012496875,
